id,label,Spearman_allwords,Spearman_dependents,adjacent_post,adjacent_tag,nearest_dep,nearest_dep_tag,pmi_adjacent,pmi_neardep,root_verb
cl04.114.1,post-adv,-0.102597835,0,on,RB,on,RB,0.508775923,0.508775923,lurched
cl04.114.2,post-adj3,-0.392242135,0,down,IN,down,IN,-2.88295062,-2.88295062,lurched
cl04.114.3,post-adj3,-0.28374963,0.447213595,despairingly,RB,despairingly,RB,0.508775923,0.508775923,lurched
cl04.114.4,post-adj3,-0.175257124,0.894427191,on,RB,on,RB,0.508775923,0.508775923,lurched
cl04.114.5,post-adj3,-0.175257124,0.894427191,despairingly,RB,He,PRP,0.508775923,0.701568669,lurched
cl04.114.6,post-adj3,-0.392242135,0,down,IN,down,IN,-2.88295062,-2.88295062,lurched
cl04.116.0,ref,0.273333671,1,not,RB,not,RB,0.508775923,0.508775923,could
cl04.116.1,post-adv,0.8,1,not,RB,not,RB,0.508775923,0.508775923,could
cl04.117.0,ref,-0.429015287,1,watching,VBG,watching,VBG,0.506381559,0.506381559,were
cl04.117.1,post-adj2,-0.267642565,1,watching,VBG,watching,VBG,0.506381559,0.506381559,were
cl04.122.0,ref,0,0,on,RB,on,RB,0.508775923,0.508775923,stretched
cl04.122.1,post-adj2,0,0,endlessly,RB,endlessly,RB,0.508775923,0.508775923,stretched
cl04.125.0,ref,0.26367712,1,coming,VBG,coming,VBG,0.506381559,0.506381559,was
cl04.125.1,post-adj2,0.119196506,1,coming,VBG,coming,VBG,0.506381559,0.506381559,was
cl04.126.0,ref,0.6,0,timed,VBN,timed,VBN,0.506381559,0.506381559,had
cl04.126.1,post-adj2,0.1,0,timed,VBN,timed,VBN,0.506381559,0.506381559,had
cl04.129.0,ref,0.415985217,1,brush,VB,brush,VB,0.506381559,0.506381559,would
cl04.129.1,post-adv,0.55029748,1,brush,VB,brush,VB,0.506381559,0.506381559,would
cl04.129.2,pre-adv,0.253614405,0.5,brush,VB,brush,VB,0.506381559,0.506381559,would
cl04.132.0,ref,0.316343325,0,coming,VBG,coming,VBG,0.506381559,0.506381559,were
cl04.132.1,post-adj2,-0.282144047,0,coming,VBG,coming,VBG,0.506381559,0.506381559,were
cl04.135.0,ref,-0.593305566,-1,toward,IN,toward,IN,-2.88295062,-2.88295062,veered
cl04.135.1,pre-adv,-0.013870279,-1,toward,IN,toward,IN,-2.88295062,-2.88295062,veered
cl04.137.0,ref,0.072739297,0,be,VB,be,VB,0.506381559,0.506381559,would
cl04.137.1,pre-adv,-0.3464656,1,be,VB,be,VB,0.506381559,0.506381559,would
cl04.138.0,ref,-0.652582693,0,the,DT,He,PRP,-4.972718629,0.701568669,thought
cl04.138.1,post-adv,-0.01763737,0,as,IN,He,PRP,-2.88295062,0.701568669,thought
cl04.145.0,ref,0,0,himself,PRP,himself,PRP,0.701568669,0.701568669,told
cl04.145.1,quote,0,0,he,PRP,he,PRP,0.701568669,0.701568669,told
cl04.156.0,ref,0.21602469,0.866025404,someone,NN,someone,NN,0.301443272,0.301443272,was
cl04.156.1,post-adj2,-0.12344268,0.866025404,someone,NN,someone,NN,0.301443272,0.301443272,was
cl04.161.0,ref,-0.367111549,0,four,CD,tires,NNS,-2.096477369,0.301443272,was
cl04.161.1,pre-adv,-0.555069232,1,four,CD,tires,NNS,-2.096477369,0.301443272,was
cl04.164.0,ref,0,0,,,I,PRP,0,0.701568669,guess
cl04.164.1,quote,0,0,I,PRP,I,PRP,0.701568669,0.701568669,guess
cl04.166.0,ref,0.175219161,0,You,PRP,he,PRP,0.701568669,0.701568669,said
cl04.166.1,pre-adv,-0.049286406,0,You,PRP,He,PRP,0.701568669,0.701568669,said
cl05.2.0,ref,-0.614502433,0,talking,VBG,talking,VBG,0.506381559,0.506381559,was
cl05.2.1,post-adv,0.4,0,talking,VBG,talking,VBG,0.506381559,0.506381559,was
cl05.6.0,ref,0.528743481,1,his,PRP$,He,PRP,0.701568669,0.701568669,turned
cl05.6.1,post-adj2,0.513708121,1,his,PRP$,He,PRP,0.701568669,0.701568669,turned
cl05.13.0,ref,0,0,unhappily,RB,unhappily,RB,0.508775923,0.508775923,said
cl05.13.1,quote,1,1,he,PRP,he,PRP,0.701568669,0.701568669,said
cl05.15.0,ref,-0.349422952,1,briskly,RB,briskly,RB,0.508775923,0.508775923,said
cl05.15.1,post-adv,0.385570154,1,briskly,RB,briskly,RB,0.508775923,0.508775923,said
cl05.16.0,ref,-0.141114917,0,got,VBN,got,VBN,0.506381559,0.506381559,'ve
cl05.16.1,post-adv,-0.460157339,0,got,VBN,got,VBN,0.506381559,0.506381559,'ve
cl05.21.0,ref,0.14186538,0.866025404,whiskey,NN,whiskey,NN,0.301443272,0.301443272,slopped
cl05.21.1,post-adj2,-0.292597347,0.866025404,whiskey,NN,whiskey,NN,0.301443272,0.301443272,slopped
cl05.22.0,ref,0.451729953,1,better,RB,better,RB,0.508775923,0.508775923,'d
cl05.22.1,post-adv,0.407687124,1,better,RB,better,RB,0.508775923,0.508775923,'d
cl05.22.2,post-adj2,0.486962373,1,better,RB,better,RB,0.508775923,0.508775923,'d
cl05.28.0,ref,0.302521013,0,to,TO,to,TO,0.903833231,0.903833231,want
cl05.28.1,post-adj2,0.302521013,0,to,TO,to,TO,0.903833231,0.903833231,want
cl05.31.0,ref,-0.066786171,0.8,in,RP,in,RP,0.903833231,0.903833231,filled
cl05.31.1,pre-adv,-0.126988928,0.872081599,in,RP,in,RP,0.903833231,0.903833231,filled
cl05.31.2,post-adj2,-0.20890093,0.4,in,RP,in,RP,0.903833231,0.903833231,filled
cl05.32.0,ref,0,0,grimly,RB,grimly,RB,0.508775923,0.508775923,ended
cl05.32.1,quote,1,1,he,PRP,he,PRP,0.701568669,0.701568669,ended
cl05.34.0,ref,-0.041513611,-1,like,IN,like,IN,-2.88295062,-2.88295062,sounds
cl05.34.1,post-adj2,-0.142332382,-1,like,IN,like,IN,-2.88295062,-2.88295062,sounds
cl05.35.0,ref,0.42986724,1,sourly,RB,sourly,RB,0.508775923,0.508775923,grunted
cl05.35.1,quote,0.308386828,0.5,Shayne,NNP,Shayne,NNP,-0.405923499,-0.405923499,grunted
cl05.36.0,ref,1,0,completely,RB,phony,JJ,0.508775923,-1.503254446,sounds
cl05.36.1,post-adj2,1,0,completely,RB,phony,JJ,0.508775923,-1.503254446,sounds
cl05.37.0,ref,0.324423904,0,have,VB,have,VB,0.506381559,0.506381559,would
cl05.37.1,post-adv,0.211776715,0,have,VB,have,VB,0.506381559,0.506381559,would
cl05.37.2,pre-adv,0.19311217,1,have,VB,have,VB,0.506381559,0.506381559,would
cl05.42.0,ref,0.192785077,0,peering,VBG,Shayne,NNP,0.506381559,-0.405923499,asked
cl05.42.1,post-adj2,-0.349422952,0,peering,VBG,Shayne,NNP,0.506381559,-0.405923499,asked
cl05.43.0,ref,-0.210047852,1,see,VB,see,VB,0.506381559,0.506381559,could
cl05.43.1,post-adj2,-0.401830673,1,see,VB,see,VB,0.506381559,0.506381559,could
cl05.44.0,ref,-0.110609649,1,to,TO,to,TO,0.903833231,0.903833231,Turn
cl05.44.1,post-adj2,-0.188958151,-1,for,IN,for,IN,-2.88295062,-2.88295062,Turn
cl05.47.0,ref,-0.263476001,0.866025404,a,DT,There,EX,-4.972718629,0.903833231,was
cl05.47.1,post-adv,-0.011356892,1,a,DT,there,EX,-4.972718629,0.903833231,was
cl05.48.0,ref,0.055298049,0.866025404,westward,RB,westward,RB,0.508775923,0.508775923,drove
cl05.48.1,post-adj2,0.133550006,0.866025404,slowly,RB,slowly,RB,0.508775923,0.508775923,drove
cl05.49.0,ref,0.337579789,0,parked,VBN,parked,VBN,0.506381559,0.506381559,was
cl05.49.1,post-adj2,0.067515958,0,parked,VBN,parked,VBN,0.506381559,0.506381559,was
cl05.50.0,ref,0.005718851,0.316227766,idly,RB,idly,RB,0.508775923,0.508775923,noted
cl05.50.1,post-adv,-0.042367602,0.5,idly,RB,idly,RB,0.508775923,0.508775923,noted
cl05.50.2,post-adv,0.098857738,0.316227766,idly,RB,idly,RB,0.508775923,0.508775923,noted
cl05.51.0,ref,0.044990252,1,to,TO,to,TO,0.903833231,0.903833231,turned
cl05.51.1,post-adv,0.417731176,0,to,TO,to,TO,0.903833231,0.903833231,turned
cl05.55.0,ref,-0.3,1,Rourke,NNP,Rourke,NNP,-0.405923499,-0.405923499,said
cl05.55.1,dat-np-np,-0.3,1,Rourke,NNP,Rourke,NNP,-0.405923499,-0.405923499,said
cl05.55.2,iquote,-0.8,0,in,IN,in,IN,-2.88295062,-2.88295062,said
cl05.64.0,ref,-0.611646536,1,a,DT,I,PRP,-4.972718629,0.701568669,got
cl05.64.1,post-adv,-0.695725243,0,a,DT,I,PRP,-4.972718629,0.701568669,got
cl05.65.0,ref,-0.8,0,two,CD,two,CD,-2.096477369,-2.096477369,'re
cl05.65.1,pre-adv,-0.119548127,1,two,CD,two,CD,-2.096477369,-2.096477369,'re
cl05.82.0,ref,0.5,0,admit,VB,admit,VB,0.506381559,0.506381559,'ll
cl05.82.1,pre-adv,0.469473425,1,admit,VB,admit,VB,0.506381559,0.506381559,'ll
cl05.84.0,ref,-0.012309149,1,on,RB,on,RB,0.508775923,0.508775923,come
cl05.84.1,post-adv,-0.012309149,1,on,RB,on,RB,0.508775923,0.508775923,come
cl05.84.2,post-adj2,-0.258492131,-1,around,IN,around,IN,-2.88295062,-2.88295062,come
cl05.86.0,ref,0.48650623,1,dismally,RB,dismally,RB,0.508775923,0.508775923,groaned
cl05.86.1,post-adv,0,0,dismally,RB,dismally,RB,0.508775923,0.508775923,groaned
cl05.91.0,ref,0.155903679,1,the,DT,He,PRP,-4.972718629,0.701568669,crossed
cl05.91.1,post-adj2,0.048672368,1,the,DT,He,PRP,-4.972718629,0.701568669,crossed
cl05.92.0,ref,-0.259232968,0,standing,VBG,standing,VBG,0.506381559,0.506381559,was
cl05.92.1,post-adv,-0.021712639,0,standing,VBG,standing,VBG,0.506381559,0.506381559,was
cl05.93.0,ref,0.323477482,0,as,IN,as,IN,-2.88295062,-2.88295062,nodded
cl05.93.1,post-adv,0,0,,,reporter,NN,0,0.301443272,nodded
cl05.93.2,post-adj3,0.280914655,0,as,IN,as,IN,-2.88295062,-2.88295062,nodded
cl05.93.3,post-adj3,-0.204301567,0,as,IN,as,IN,-2.88295062,-2.88295062,nodded
cl05.93.4,post-adj3,0.042562827,0,as,IN,as,IN,-2.88295062,-2.88295062,nodded
cl05.93.5,post-adj3,-0.161738741,0,as,IN,as,IN,-2.88295062,-2.88295062,nodded
cl05.93.6,post-adj3,0.076613088,0,as,IN,as,IN,-2.88295062,-2.88295062,nodded
cl05.94.0,ref,-0.088131777,0.866025404,the,DT,Shayne,NNP,-4.972718629,-0.405923499,told
cl05.94.1,dat-np-np,0.087279634,0.5,bourbon,NN,bourbon,NN,0.301443272,0.301443272,told
cl05.96.0,ref,0.424822147,1,them,PRP,them,PRP,0.701568669,0.701568669,made
cl05.96.1,dat-np-np,0.421603241,1,them,PRP,them,PRP,0.701568669,0.701568669,made
cl05.96.2,post-adv,0.447213595,1,them,PRP,them,PRP,0.701568669,0.701568669,made
cl05.104.0,ref,-0.564288094,0,be,VB,be,VB,0.506381559,0.506381559,'ll
cl05.104.1,post-adj2,-0.359092423,0,be,VB,be,VB,0.506381559,0.506381559,'ll
cl05.106.0,ref,-0.016714713,-1,in,IN,in,IN,-2.88295062,-2.88295062,said
cl05.106.1,dat-np-np,0.015556516,-1,in,IN,in,IN,-2.88295062,-2.88295062,said
cl05.109.0,ref,-0.273417465,-1,dandy,JJ,dandy,JJ,-1.503254446,-1.503254446,is
cl05.109.1,post-adj2,-0.273417465,-1,dandy,JJ,dandy,JJ,-1.503254446,-1.503254446,is
cl05.111.0,ref,0.357142857,0.5,back,RB,back,RB,0.508775923,0.508775923,winked
cl05.111.1,post-adj2,0.25,-0.5,at,IN,at,IN,-2.88295062,-2.88295062,winked
cl05.116.0,ref,0.185247842,0.866025404,out,RB,out,RB,0.508775923,0.508775923,strode
cl05.116.1,post-adj2,0.185247842,0.866025404,blithely,RB,blithely,RB,0.508775923,0.508775923,strode
cl05.117.0,ref,0.271003451,0,when,WRB,Shayne,NNP,0.508775923,-0.405923499,hesitated
cl05.117.1,post-adv,0,0,,,Shayne,NNP,0,-0.405923499,hesitated
cl05.121.0,ref,-0.033735244,0.866025404,swiftly,RB,swiftly,RB,0.508775923,0.508775923,went
cl05.121.1,post-adj3,-0.102455186,0,up,IN,up,IN,-2.88295062,-2.88295062,went
cl05.121.2,post-adj3,-0.293621569,-0.866025404,toward,IN,toward,IN,-2.88295062,-2.88295062,went
cl05.121.3,post-adj3,0.046229779,0.866025404,swiftly,RB,swiftly,RB,0.508775923,0.508775923,went
cl05.121.4,post-adj3,-0.224901627,0,toward,IN,toward,IN,-2.88295062,-2.88295062,went
cl05.121.5,post-adj3,-0.373586592,-0.866025404,up,IN,up,IN,-2.88295062,-2.88295062,went
cl05.122.0,ref,-0.01089354,0,the,DT,He,PRP,-4.972718629,0.701568669,tugged
cl05.122.1,post-adv,-0.0726397,-0.5,the,DT,brim,NN,-4.972718629,0.301443272,tugged
cl05.122.2,post-adj2,0.032680619,0,the,DT,He,PRP,-4.972718629,0.701568669,tugged
cl05.124.0,ref,-0.0619094,1,the,DT,Shayne,NNP,-4.972718629,-0.405923499,turned
cl05.124.1,post-adv,-0.545544726,1,the,DT,handle,NN,-4.972718629,0.301443272,turned
cl05.125.0,ref,0.186140741,0,and,CC,and,CC,0.067896977,0.067896977,grunted
cl05.125.1,post-adv,-0.137220952,0,and,CC,and,CC,0.067896977,0.067896977,grunted
cl05.125.2,post-adv,0.199551185,0,and,CC,and,CC,0.067896977,0.067896977,grunted
cl05.128.0,ref,0.090011954,0.8,him,PRP,him,PRP,0.701568669,0.701568669,hit
cl05.128.1,post-adj2,-0.070209324,0.4,him,PRP,him,PRP,0.701568669,0.701568669,hit
cl05.129.0,ref,0.075861752,0.4,him,PRP,him,PRP,0.701568669,0.701568669,dropped
cl05.129.1,post-adj2,0.142049858,0.8,him,PRP,him,PRP,0.701568669,0.701568669,dropped
cl05.136.0,ref,0.060616081,0,they,PRP,'d,MD,0.701568669,0.506381559,Said
cl05.136.1,post-adj2,0.060616081,0,they,PRP,'d,MD,0.701568669,0.506381559,Said
cl05.139.0,ref,0,0,good-humoredly,RB,good-humoredly,RB,0.508775923,0.508775923,said
cl05.139.1,post-adv,0,0,good-humoredly,RB,good-humoredly,RB,0.508775923,0.508775923,said
cl05.139.2,quote,-1,-1,Shayne,NNP,Shayne,NNP,-0.405923499,-0.405923499,said
cl05.141.0,ref,-0.390360029,-0.316227766,no,DT,business,NN,-4.972718629,0.301443272,Got
cl05.141.1,post-adj3,-0.683130051,-0.316227766,no,DT,business,NN,-4.972718629,0.301443272,Got
cl05.141.2,post-adj3,-0.292770022,0.737864787,no,DT,business,NN,-4.972718629,0.301443272,Got
cl05.141.3,post-adj3,-0.097590007,0.210818511,no,DT,business,NN,-4.972718629,0.301443272,Got
cl05.141.4,post-adj3,0,0.737864787,no,DT,business,NN,-4.972718629,0.301443272,Got
cl05.141.5,post-adj3,-0.585540044,0.210818511,no,DT,business,NN,-4.972718629,0.301443272,Got
cl06.3.0,ref,-0.444390383,0,down,IN,down,IN,-2.88295062,-2.88295062,looked
cl06.3.1,post-adj3,-0.432757127,0,over,IN,over,IN,-2.88295062,-2.88295062,looked
cl06.3.2,post-adj3,-0.074452839,0,at,IN,at,IN,-2.88295062,-2.88295062,looked
cl06.3.3,post-adj3,-0.204745307,0,down,IN,down,IN,-2.88295062,-2.88295062,looked
cl06.3.4,post-adj3,-0.086086095,0,at,IN,at,IN,-2.88295062,-2.88295062,looked
cl06.3.5,post-adj3,-0.314097915,0,over,IN,over,IN,-2.88295062,-2.88295062,looked
cl06.4.0,ref,-0.24579802,0,check,VB,check,VB,0.506381559,0.506381559,could
cl06.4.1,post-adv,0.5,0,check,VB,check,VB,0.506381559,0.506381559,could
cl06.4.2,pre-adv,-0.365964249,1,check,VB,check,VB,0.506381559,0.506381559,could
cl06.6.0,ref,0.075639236,1,up,RB,up,RB,0.508775923,0.508775923,glanced
cl06.6.1,post-adj2,-0.090109351,-1,in,IN,in,IN,-2.88295062,-2.88295062,glanced
cl06.9.0,ref,-0.169924546,-0.105409255,with,IN,with,IN,-2.88295062,-2.88295062,tumbled
cl06.9.1,post-adj3,0.50269345,0.948683298,over,RB,over,RB,0.508775923,0.508775923,tumbled
cl06.9.2,post-adj3,-0.339849093,-0.105409255,down,IN,down,IN,-2.88295062,-2.88295062,tumbled
cl06.9.3,post-adj3,-0.531014207,-0.632455532,with,IN,with,IN,-2.88295062,-2.88295062,tumbled
cl06.9.4,post-adj3,-0.679698185,-0.948683298,down,IN,He,PRP,-2.88295062,0.701568669,tumbled
cl06.9.5,post-adj3,0.169924546,0.737864787,helpless,JJ,helpless,JJ,-1.503254446,-1.503254446,tumbled
cl06.12.0,ref,-0.898645105,-1,the,DT,he,PRP,-4.972718629,0.701568669,saw
cl06.12.1,pre-adv,-0.574172535,-0.866025404,the,DT,He,PRP,-4.972718629,0.701568669,saw
cl06.13.0,ref,0.007446613,-1,on,IN,on,IN,-2.88295062,-2.88295062,was
cl06.13.1,post-adv,-0.5,0,on,IN,on,IN,-2.88295062,-2.88295062,was
cl06.17.0,ref,0.5,0.5,him,PRP,him,PRP,0.701568669,0.701568669,brought
cl06.17.1,post-adj2,-0.5,-0.5,him,PRP,him,PRP,0.701568669,0.701568669,brought
cl06.19.0,ref,-0.327326835,-1,as,IN,as,IN,-2.88295062,-2.88295062,dulled
cl06.19.1,post-adv,-0.4,0,and,CC,pain,NN,0.067896977,0.301443272,dulled
cl06.23.0,ref,0.188301148,-0.866025404,at,IN,at,IN,-2.88295062,-2.88295062,brushed
cl06.23.1,post-adj2,0.13500837,-0.866025404,with,IN,with,IN,-2.88295062,-2.88295062,brushed
cl06.25.0,ref,0.191790379,-1,invulnerable,JJ,invulnerable,JJ,-1.503254446,-1.503254446,was
cl06.25.1,post-adv,0.166534033,-1,invulnerable,JJ,invulnerable,JJ,-1.503254446,-1.503254446,was
cl06.26.0,ref,0.168073161,-1,eight,CD,They,PRP,-2.096477369,0.701568669,were
cl06.26.1,post-adv,-1,0,eight,CD,they,PRP,-2.096477369,0.701568669,were
cl06.29.0,ref,0.107778298,1,it,PRP,it,PRP,0.701568669,0.701568669,would
cl06.29.1,post-adv,1,1,it,PRP,it,PRP,0.701568669,0.701568669,would
cl06.32.0,ref,-0.386568271,-1,just,RB,He,PRP,0.508775923,0.701568669,was
cl06.32.1,post-adv,-0.202919862,0,just,RB,he,PRP,0.508775923,0.701568669,was
cl06.35.0,ref,-0.012770236,0.866025404,off,RB,off,RB,0.508775923,0.508775923,backed
cl06.35.1,post-adj2,-0.012770236,0.866025404,again,RB,again,RB,0.508775923,0.508775923,backed
cl06.38.0,ref,0.324547108,1,going,VBG,going,VBG,0.506381559,0.506381559,was
cl06.38.1,post-adv,0.273514082,1,going,VBG,going,VBG,0.506381559,0.506381559,was
cl06.38.2,post-adj2,0.316601355,1,going,VBG,going,VBG,0.506381559,0.506381559,was
cl06.43.0,ref,0.231908414,1,his,PRP$,he,PRP,0.701568669,0.701568669,slammed
cl06.43.1,pre-adv,-0.295621872,0.866025404,his,PRP$,He,PRP,0.701568669,0.701568669,slammed
cl06.44.0,ref,-0.6,0,and,CC,and,CC,0.067896977,0.067896977,sagged
cl06.44.1,post-adj2,-0.4,0,and,CC,and,CC,0.067896977,0.067896977,sagged
cl06.49.0,ref,-0.532311746,-1,in,IN,in,IN,-2.88295062,-2.88295062,were
cl06.49.1,post-adj2,0.238622507,1,now,RB,now,RB,0.508775923,0.508775923,were
cl06.52.0,ref,-0.281930848,-0.316227766,Roberts,NNP,Roberts,NNP,-0.405923499,-0.405923499,hit
cl06.52.1,post-adj2,-0.378567522,-0.316227766,Roberts,NNP,Roberts,NNP,-0.405923499,-0.405923499,hit
cl06.53.0,ref,-0.8,0,at,IN,at,IN,-2.88295062,-2.88295062,smashed
cl06.53.1,pre-adv,-0.392436505,0,at,IN,at,IN,-2.88295062,-2.88295062,smashed
cl06.56.0,ref,-0.486793755,-0.866025404,on,IN,on,IN,-2.88295062,-2.88295062,fell
cl06.56.1,post-adj2,-0.738583628,-0.866025404,across,IN,across,IN,-2.88295062,-2.88295062,fell
cl06.57.0,ref,0.153165648,1,himself,PRP,himself,PRP,0.701568669,0.701568669,found
cl06.57.1,post-adj2,0.264558846,1,himself,PRP,himself,PRP,0.701568669,0.701568669,found
cl06.63.0,ref,-0.221511989,1,to,TO,to,TO,0.903833231,0.903833231,seemed
cl06.63.1,post-adv,-0.149912154,1,to,TO,to,TO,0.903833231,0.903833231,seemed
cl06.65.0,ref,0.366152353,0,hold,VB,hold,VB,0.506381559,0.506381559,would
cl06.65.1,post-adv,-1,0,hold,VB,hold,VB,0.506381559,0.506381559,would
cl06.68.0,ref,-0.751784854,-1,no,DT,There,EX,-4.972718629,0.903833231,'s
cl06.68.1,dat-np-np,-0.775111005,-1,no,DT,There,EX,-4.972718629,0.903833231,'s
cl06.71.0,ref,-0.5,-1,about,IN,about,IN,-2.88295062,-2.88295062,knows
cl06.71.1,post-adj2,-0.5,1,yet,RB,yet,RB,0.508775923,0.508775923,knows
cl06.77.0,ref,-0.093638218,1,logically,RB,logically,RB,0.508775923,0.508775923,might
cl06.77.1,post-adj2,-0.093638218,1,logically,RB,logically,RB,0.508775923,0.508775923,might
cl06.78.0,ref,-0.655628874,1,a,DT,he,PRP,-4.972718629,0.701568669,found
cl06.78.1,pre-adv,-0.369540256,-0.5,a,DT,He,PRP,-4.972718629,0.701568669,found
cl06.79.0,ref,0.8,1,him,PRP,him,PRP,0.701568669,0.701568669,took
cl06.79.1,dat-np-np,-0.6,-1,nearly,RB,It,PRP,0.508775923,0.701568669,took
cl06.88.0,ref,-0.288365266,-1,into,IN,into,IN,-2.88295062,-2.88295062,went
cl06.88.1,post-adv,-0.8,-1,into,IN,into,IN,-2.88295062,-2.88295062,went
cl06.91.0,ref,0.5,1,back,RB,back,RB,0.508775923,0.508775923,went
cl06.91.1,post-adj2,-1,-1,for,IN,for,IN,-2.88295062,-2.88295062,went
cl06.93.0,ref,0.110460065,0.316227766,it,PRP,it,PRP,0.701568669,0.701568669,got
cl06.93.1,post-adj2,-0.001492704,0.316227766,it,PRP,it,PRP,0.701568669,0.701568669,got
cl06.95.0,ref,-0.472681518,1,carefully,RB,carefully,RB,0.508775923,0.508775923,drove
cl06.95.1,post-adj2,-0.811319024,-1,in,IN,in,IN,-2.88295062,-2.88295062,drove
cl06.97.0,ref,-0.325324818,0,that,IN,that,IN,-2.88295062,-2.88295062,saw
cl06.97.1,pre-adv,0.110044018,-1,that,IN,that,IN,-2.88295062,-2.88295062,saw
cl06.99.0,ref,-0.091461608,-0.5,in,IN,in,IN,-2.88295062,-2.88295062,drove
cl06.99.1,post-adj2,-0.084601987,0.5,to,TO,to,TO,0.903833231,0.903833231,drove
cl06.100.0,ref,0.181705015,1,facing,VBG,facing,VBG,0.506381559,0.506381559,parked
cl06.100.1,pre-adv,0.224152498,1,facing,VBG,facing,VBG,0.506381559,0.506381559,parked
cl06.100.2,post-adj2,0.181705015,1,facing,VBG,facing,VBG,0.506381559,0.506381559,parked
cl06.103.0,ref,0.158736331,0.5,back,RB,back,RB,0.508775923,0.508775923,went
cl06.103.1,pre-adv,0.133938063,0.6,back,RB,back,RB,0.508775923,0.508775923,went
cl06.103.2,post-adj2,0.091714324,1,to,TO,to,TO,0.903833231,0.903833231,went
cl06.109.0,ref,0.283394019,0,looking,VBG,looking,VBG,0.506381559,0.506381559,stood
cl06.109.1,post-adj2,0.172113645,0,looking,VBG,looking,VBG,0.506381559,0.506381559,stood
cl06.111.0,ref,-0.025005742,0,feel,VB,feel,VB,0.506381559,0.506381559,could
cl06.111.1,post-adj2,-0.064300479,0,feel,VB,feel,VB,0.506381559,0.506381559,could
cl06.117.0,ref,-0.205039879,1,shaking,VBG,shaking,VBG,0.506381559,0.506381559,was
cl06.117.1,dat-np-np,-0.314270238,1,shaking,VBG,shaking,VBG,0.506381559,0.506381559,was
cl06.119.0,ref,-0.236402714,1,momentarily,RB,momentarily,RB,0.508775923,0.508775923,hung
cl06.119.1,post-adj2,-0.872871561,-1,on,IN,on,IN,-2.88295062,-2.88295062,hung
cl06.120.0,ref,0.183344651,0.5,it,PRP,it,PRP,0.701568669,0.701568669,gave
cl06.120.1,dat-np-np,0.093130049,-0.5,a,DT,He,PRP,-4.972718629,0.701568669,gave
cl06.120.2,post-adj2,0.063892833,0.5,it,PRP,it,PRP,0.701568669,0.701568669,gave
cl06.122.0,ref,-0.194385825,0,in,IN,in,IN,-2.88295062,-2.88295062,lay
cl06.122.1,post-adj2,-0.029341257,0,twelve,CD,body,NN,-2.096477369,0.301443272,lay
cl06.125.0,ref,0.263823541,0,be,VB,be,VB,0.506381559,0.506381559,would
cl06.125.1,post-adj2,0.533782514,0,be,VB,be,VB,0.506381559,0.506381559,would
cl06.129.0,ref,0.171314271,0,started,VBN,started,VBN,0.506381559,0.506381559,had
cl06.129.1,post-adv,0.724713795,0,started,VBN,started,VBN,0.506381559,0.506381559,had
cl06.132.0,ref,0.242509812,0.316227766,back,RB,back,RB,0.508775923,0.508775923,went
cl06.132.1,post-adj3,0.211361763,0.316227766,once,RB,once,RB,0.508775923,0.508775923,went
cl06.132.2,post-adj3,0.157965107,0.948683298,to,TO,to,TO,0.903833231,0.903833231,went
cl06.132.3,post-adj3,0.23806009,0.632455532,back,RB,back,RB,0.508775923,0.508775923,went
cl06.132.4,post-adj3,0.189113156,0.948683298,to,TO,to,TO,0.903833231,0.903833231,went
cl06.132.5,post-adj3,0.162414828,0.632455532,once,RB,once,RB,0.508775923,0.508775923,went
cl07.19.0,ref,-0.144942759,0,afraid,JJ,afraid,JJ,-1.503254446,-1.503254446,'m
cl07.19.1,pre-adv,0.271133484,1,afraid,JJ,afraid,JJ,-1.503254446,-1.503254446,'m
cl07.22.0,ref,-0.00624306,1,be,VB,be,VB,0.506381559,0.506381559,'ll
cl07.22.1,pre-adv,-0.483837177,1,be,VB,be,VB,0.506381559,0.506381559,'ll
cl07.25.0,ref,0.481812056,0,been,VBN,been,VBN,0.506381559,0.506381559,has
cl07.25.1,post-adj2,-0.037062466,0,been,VBN,been,VBN,0.506381559,0.506381559,has
cl07.29.0,ref,-0.023097707,-1,out,IN,out,IN,-2.88295062,-2.88295062,went
cl07.29.1,pre-adv,0.424835485,-1,out,IN,out,IN,-2.88295062,-2.88295062,went
cl07.34.0,ref,0.008834143,1,you,PRP,you,PRP,0.701568669,0.701568669,wish
cl07.34.1,dat-np-np,0.061341989,0.5,good,JJ,I,PRP,-1.503254446,0.701568669,wish
cl07.35.0,ref,-0.117674696,-0.5,on,IN,on,IN,-2.88295062,-2.88295062,come
cl07.35.1,pre-adv,-0.059954432,-0.210818511,on,IN,on,IN,-2.88295062,-2.88295062,Come
cl07.35.2,post-adj2,0.030967025,0.5,back,RB,back,RB,0.508775923,0.508775923,come
cl07.36.0,ref,0.248304272,0,like,IN,like,IN,-2.88295062,-2.88295062,was
cl07.36.1,post-adj2,0.32747375,0,like,IN,like,IN,-2.88295062,-2.88295062,was
cl07.38.0,ref,-0.249204039,0,into,IN,into,IN,-2.88295062,-2.88295062,stretched
cl07.38.1,post-adj2,0.196181903,0,from,IN,from,IN,-2.88295062,-2.88295062,stretched
cl07.39.0,ref,-0.228487932,0,a,DT,She,PRP,-4.972718629,0.701568669,was
cl07.39.1,post-adv,-0.178454079,0,a,DT,She,PRP,-4.972718629,0.701568669,was
